# wcid, name, clothingbase_did, palettetemplate_int, shade_float
70628,Enhanced Shadow Gauntlets,100007c9,93,
70629,Enhanced Shadow Girth,10000848,93,0.897
70630,Enhanced Shadow Greaves,10000849,93,0.897
70631,Enhanced Shadow Helm,100007c8,93,0.897
70632,Enhanced Shadow Pauldrons,1000084a,93,0.897
70633,Enhanced Shadow Sollerets,100007cb,93,
70634,Enhanced Shadow Tassets,10000846,93,0.897
70635,Enhanced Shadow Bracers,10000847,92,
70636,Enhanced Shadow Breastplate,100007c7,92,0.897
70637,Enhanced Shadow Gauntlets,100007c9,92,
70638,Enhanced Shadow Girth,10000848,92,0.897
70639,Enhanced Shadow Greaves,10000849,92,0.897
70640,Enhanced Shadow Helm,100007c8,92,0.897
70641,Enhanced Shadow Pauldrons,1000084a,92,0.897
70642,Enhanced Shadow Sollerets,100007cb,92,
70643,Enhanced Shadow Tassets,10000846,92,0.897
70644,Enhanced Shadow Bracers,10000847,85,
70645,Enhanced Shadow Breastplate,100007c7,85,0.69
70646,Enhanced Shadow Gauntlets,100007c9,85,
70647,Enhanced Shadow Girth,10000848,85,0.69
70648,Enhanced Shadow Greaves,10000849,85,0.69
70649,Enhanced Shadow Helm,100007c8,85,0.69
70650,Enhanced Shadow Pauldrons,1000084a,85,0.69
70651,Enhanced Shadow Sollerets,100007cb,85,
70652,Enhanced Shadow Tassets,10000846,85,0.69
70653,Enhanced Shadow Bracers,10000847,93,
70654,Enhanced Shadow Breastplate,100007c7,93,0.69
70655,Enhanced Shadow Gauntlets,100007c9,93,
70656,Enhanced Shadow Girth,10000848,93,0.69
70657,Enhanced Shadow Greaves,10000849,93,0.69
70658,Enhanced Shadow Helm,100007c8,93,0.69
70659,Enhanced Shadow Pauldrons,1000084a,93,0.69
70660,Enhanced Shadow Sollerets,100007cb,93,
70661,Enhanced Shadow Tassets,10000846,93,0.69
70662,Enhanced Shadow Bracers,10000847,92,
70663,Enhanced Shadow Breastplate,100007c7,92,0.69
70664,Enhanced Shadow Gauntlets,100007c9,92,
70665,Enhanced Shadow Girth,10000848,92,0.69
70666,Enhanced Shadow Greaves,10000849,92,0.69
70667,Enhanced Shadow Helm,100007c8,92,0.69
70668,Enhanced Shadow Pauldrons,1000084a,92,0.69
70669,Enhanced Shadow Sollerets,100007cb,92,
70670,Enhanced Shadow Tassets,10000846,92,0.69
70671,Enhanced Shadow Bracers,10000847,85,
70672,Enhanced Shadow Breastplate,100007c7,85,0.483
70673,Enhanced Shadow Gauntlets,100007c9,85,
70674,Enhanced Shadow Girth,10000848,85,0.483
70675,Enhanced Shadow Greaves,10000849,85,0.483
70676,Enhanced Shadow Helm,100007c8,85,0.483
70677,Enhanced Shadow Pauldrons,1000084a,85,0.483
70678,Enhanced Shadow Sollerets,100007cb,85,
70679,Enhanced Shadow Tassets,10000846,85,0.483
70680,Enhanced Shadow Bracers,10000847,93,
70681,Enhanced Shadow Breastplate,100007c7,93,0.483
70682,Enhanced Shadow Gauntlets,100007c9,93,
70683,Enhanced Shadow Girth,10000848,93,0.483
70684,Enhanced Shadow Greaves,10000849,93,0.483
70685,Enhanced Shadow Helm,100007c8,93,0.483
70686,Enhanced Shadow Pauldrons,1000084a,93,0.483
70687,Enhanced Shadow Sollerets,100007cb,93,
70688,Enhanced Shadow Tassets,10000846,93,0.483
70689,Enhanced Shadow Bracers,10000847,92,
70690,Enhanced Shadow Breastplate,100007c7,92,0.483
70691,Enhanced Shadow Gauntlets,100007c9,92,
70692,Enhanced Shadow Girth,10000848,92,0.483
70693,Enhanced Shadow Greaves,10000849,92,0.483
70694,Enhanced Shadow Helm,100007c8,92,0.483
70695,Enhanced Shadow Pauldrons,1000084a,92,0.483
70696,Enhanced Shadow Sollerets,100007cb,92,
70697,Enhanced Shadow Tassets,10000846,92,0.483
71142,The Royal Bull of Sanamar,100006a3,14,
71170,Upgraded Doomshark Hide Coat,10000514,4,0.66
71246,Two Hander Specialist's Gauntlets,1000049c,14,0.66
71261,Greater Helm of the Elements,10000366,20,0.66
72893,Modified Saelgauloi,100003e4,39,0
72898,Modified Circlet of Supremacy,100003f5,2,0.66
80226,Cloaked Covenant Breastplate,100007a3,20,0.33
87038,Helm of Isin Dule,10000681,39,
87142,Enhanced Energy Crown,10000323,82,0.66
87188,Borelean Jumpsuit,10000683,20,0.33
87371,Haebrean Breastplate,100007a5,20,0.33
87372,Haebrean Girth,100007a7,20,0.33
87373,Haebrean Tassets,100007ac,20,0.33
87374,Haebrean Pauldrons,100007aa,20,0.33
87375,Haebrean Boots,100007ab,20,0.66
87376,Haebrean Greaves,100007a8,20,0.33
87377,Haebrean Vambraces,100007a4,20,0.33
87378,Haebrean Gauntlets,100007a6,20,0.33
87459,Bastion of Tukal,100002c7,13,0.66
87460,Sleeves of Inexhaustibility,100002c3,1,0.8
87463,Shou-jen Jika-Tabi,10000698,9,
87464,Shou-jen Shozoku Sleeve Gauntlets,1000069a,9,
87465,Shou-jen Shozoku Jacket,10000699,9,
87466,Shou-jen Shozoku Trousers,1000069b,9,
44,Buckler,1000015f,8,
91,Kite Shield,1000009a,4,
92,Large Kite Shield,10000099,4,
93,Round Shield,1000015e,4,
94,Large Round Shield,10000092,4,
95,Tower Shield,1000009b,4,
1270,Bandit Shield,10000097,39,
1313,Metal Round Shield,10000094,4,
1517,Fiery Shield,1000009a,,
2019,Trothyr's Shield,10000092,14,
8028,Caulnalain Crystal Shield,10000245,13,
8029,Fenmalain Crystal Shield,10000245,13,
8031,Caulnalain Soul Crystal Shield,10000245,13,
8032,Fenmalain Soul Crystal Shield,10000245,13,
12024,Diamond Shield,10000320,,
12154,Imbued Shield of the Simulacra,10000097,5,
12155,Shield of the Simulacra,10000097,5,
21158,Covenant Shield,100003d9,4,
22885,Bandit Shield,10000097,39,
23356,Sanguinary Aegis,10000156,2,
23357,Sanguinary Aegis,10000157,8,
23358,Sanguinary Aegis,10000159,82,
23359,Sanguinary Aegis,1000015a,14,
23360,Sanguinary Aegis,1000015b,61,
23615,Diamond Shield,10000320,,
25843,Nefane Shield,10000515,1,
28321,Caulnalain Crystal Shield,10000245,13,
28322,Fenmalain Crystal Shield,10000245,13,
28323,Shendolain Crystal Shield,10000245,13,
31392,Raven Hand Aegis,10000817,9,
31395,Raven Aegis,10000817,9,
32782,Shield of Sanamar,10000803,,
32783,Shield of Silyun,10000804,,
33257,Prismatic Diamond Shield,10000320,,
33824,Shield of Truth,1000015f,8,
35295,Shield of Perfect Light,1000080a,,
35887,Paradox-touched Olthoi Shield,100004db,39,
35982,Aegis of the Golden Flame,100007fd,,
36524,Pumpkin Shield,10000811,,
37291,Olthoi Shield,1000072a,4,
40604,Upgraded Nefane Shield,10000515,1,
43140,Shield of the Gold Gear,10000800,,
44264,Corrupted Aegis,10000155,39,
46707,Corrupted Aegis,10000155,39,
52142,Round Shield,1000015e,4,
52708,Kite Shield,1000009a,4,
70209,Seasoned Explorer Shield,10000099,17,0
70210,Amateur Explorer Shield,10000099,17,0
